age,experience,education,city,salary,monthly_spending,credit_score
50,17,Bachelor,Pune,187911,83974,588
33,11,Bachelor,Pune,117725,40708,609
37,15,Bachelor,Pune,185944,21924,612
44,23,Master,Bangalore,182639,33430,666
62,35,Bachelor,Mumbai,302944,124243,714
24,0,Bachelor,Delhi,69912,40100,652
58,36,Master,Mumbai,317532,147344,758
36,14,Bachelor,Bangalore,108938,67240,571
54,29,Master,Delhi,266938,126665,761
53,21,Bachelor,Delhi,190626,50020,628
61,40,Bachelor,Bangalore,303032,110591,740
22,0,Master,Mumbai,40085,32534,579
18,0,Master,Mumbai,18809,10340,573
18,0,Master,Delhi,21343,5000,563
48,28,Master,Bangalore,214823,104629,725
45,23,Bachelor,Bangalore,202879,60309,654
39,18,Master,Pune,189639,48839,630
61,35,Master,Bangalore,266300,119201,750
42,25,PhD,Pune,231476,110304,698
64,43,Bachelor,Delhi,312853,183186,756
43,27,Bachelor,Bangalore,168998,40989,591
28,6,Master,Pune,101213,45844,541
18,0,Bachelor,Jaipur,18000,9330,532
44,25,Bachelor,Mumbai,208650,94118,635
39,17,Bachelor,Mumbai,176867,57735,658
37,13,Bachelor,Mumbai,154989,23077,562
20,0,Bachelor,Bangalore,18000,10811,506
45,27,Bachelor,Bangalore,253426,98190,730
43,15,Bachelor,Delhi,123027,24954,582
35,17,Bachelor,Pune,200610,44721,653
24,3,PhD,Pune,60302,11125,619
30,4,Bachelor,Bangalore,52427,18208,606
38,17,Bachelor,Delhi,161372,93574,622
20,1,Bachelor,Bangalore,43795,34540,584
39,18,Bachelor,Delhi,219103,129765,654
44,26,PhD,Pune,190732,84565,670
47,18,Master,Mumbai,118440,18129,583
33,8,Bachelor,Bangalore,159657,85645,570
47,21,Bachelor,Bangalore,181072,76000,687
35,18,Bachelor,Mumbai,121701,51362,745
45,29,Bachelor,Delhi,235595,107644,685
39,10,Bachelor,Bangalore,127023,33326,646
57,35,Bachelor,Pune,274302,125371,705
56,24,Bachelor,Pune,195701,34596,588
61,39,Master,Bangalore,297280,94396,605
32,22,Bachelor,Mumbai,195001,62906,673
20,0,Bachelor,Bangalore,31004,13739,571
47,27,Bachelor,Mumbai,200857,100518,742
25,0,Bachelor,Bangalore,63433,25681,625
33,19,Bachelor,Pune,164457,70974,709
35,6,Bachelor,Pune,74455,42312,534
52,25,Bachelor,Pune,246123,43405,630
19,0,Bachelor,Pune,24526,10523,514
39,17,Master,Jaipur,117902,66096,665
48,27,PhD,Mumbai,229339,135796,679
36,8,Bachelor,Delhi,67877,17507,563
40,19,Bachelor,Bangalore,165968,48942,683
53,29,Master,Pune,219499,100118,695
21,0,Master,Bangalore,36984,11140,558
21,2,Bachelor,Pune,77731,28323,589
18,0,Bachelor,Mumbai,18000,5000,507
64,39,Bachelor,Delhi,296542,134096,798
22,0,Master,Mumbai,85484,14633,517
34,7,Bachelor,Mumbai,119572,52590,532
50,23,Bachelor,Bangalore,236882,78355,635
50,30,Bachelor,Bangalore,253575,65109,708
24,2,Bachelor,Delhi,38394,24203,545
22,1,Bachelor,Bangalore,55642,18131,637
33,10,Master,Bangalore,119437,34444,632
32,6,Bachelor,Jaipur,127306,29409,506
62,44,Bachelor,Jaipur,336676,120717,760
36,12,Bachelor,Mumbai,85496,51347,645
20,0,Master,Pune,77367,32558,550
39,19,Bachelor,Delhi,112704,52253,621
63,40,Bachelor,Bangalore,336410,134636,767
47,18,Bachelor,Pune,177767,96540,634
19,0,Master,Pune,23454,9845,532
19,0,Master,Jaipur,21667,8329,422
54,31,Master,Jaipur,235051,66051,723
47,34,Master,Mumbai,277220,124084,705
54,33,Bachelor,Bangalore,290068,110199,690
33,15,Bachelor,Pune,183156,57026,607
47,22,Bachelor,Bangalore,218360,34425,614
28,0,Master,Jaipur,28514,9479,536
58,33,Master,Bangalore,242775,98445,744
25,0,Bachelor,Bangalore,50289,21106,588
41,21,Master,Delhi,152957,61498,645
22,0,Bachelor,Pune,33616,13447,506
40,23,Bachelor,Delhi,117542,24245,605
61,38,Bachelor,Bangalore,315883,114809,691
49,26,Master,Delhi,228610,86873,687
44,25,PhD,Bangalore,228326,52528,564
56,36,Bachelor,Bangalore,270012,71918,720
56,38,PhD,Pune,306769,125797,695
42,17,Master,Bangalore,119573,96708,715
58,31,Master,Mumbai,271894,127417,714
59,38,Master,Bangalore,311091,147398,744
19,0,Bachelor,Bangalore,23613,6537,597
62,43,Master,Delhi,335079,186806,767
45,16,Master,Bangalore,159778,65667,574
41,17,Master,Mumbai,206907,98575,645
45,22,Bachelor,Delhi,186708,49827,650
28,0,Master,Bangalore,57178,31513,506
40,21,PhD,Delhi,214796,107062,660
27,0,Bachelor,Bangalore,50850,29360,624
57,33,PhD,Pune,240143,91916,711
38,11,Bachelor,Bangalore,125391,39465,585
47,21,Bachelor,Delhi,191719,82681,600
33,18,Bachelor,Mumbai,118155,17122,548
42,19,Master,Mumbai,161302,92844,533
48,32,Bachelor,Jaipur,225323,82426,660
26,2,Bachelor,Pune,91511,76526,571
63,41,Master,Jaipur,339288,164351,760
48,37,Bachelor,Delhi,303856,113996,759
35,9,Bachelor,Jaipur,130939,51990,621
42,20,Master,Jaipur,189507,31511,674
25,0,Master,Jaipur,36033,17898,527
54,24,Master,Bangalore,197973,66900,663
46,17,Master,Delhi,184050,73461,559
19,0,PhD,Delhi,22202,9887,523
45,27,Bachelor,Mumbai,186579,48861,618
46,29,Bachelor,Bangalore,222911,32852,596
27,1,Bachelor,Jaipur,48680,24200,564
57,31,Bachelor,Bangalore,228394,106438,623
48,25,Master,Mumbai,203009,119299,646
64,41,Master,Mumbai,311158,139703,713
28,7,Bachelor,Bangalore,106097,30504,646
58,39,Bachelor,Delhi,313282,169783,663
36,7,Master,Bangalore,98422,30576,592
63,40,PhD,Delhi,323232,143510,751
42,20,Bachelor,Delhi,214387,120411,672
51,21,Bachelor,Pune,188765,96006,700
45,26,Bachelor,Delhi,228312,119183,692
35,14,Bachelor,Bangalore,52262,33270,487
19,0,Bachelor,Delhi,35161,9819,514
61,35,Bachelor,Jaipur,319616,139681,734
62,39,Master,Bangalore,292087,126062,734
21,0,Bachelor,Delhi,30461,23011,556
36,13,Bachelor,Mumbai,132201,66383,576
24,6,Bachelor,Mumbai,66746,15058,609
49,18,PhD,Delhi,171890,85434,661
52,21,Bachelor,Mumbai,196717,71956,631
55,36,Bachelor,Mumbai,317729,168846,722
47,28,Bachelor,Bangalore,228515,93610,711
41,13,Master,Pune,116960,63515,622
47,27,Master,Jaipur,210054,100352,695
22,4,Bachelor,Bangalore,59193,11961,540
24,2,Bachelor,Mumbai,50352,20693,600
47,25,Bachelor,Bangalore,224546,100566,575
35,1,Master,Delhi,55787,26728,621
58,35,PhD,Mumbai,274110,126746,699
42,24,Bachelor,Pune,180409,89828,694
25,7,Bachelor,Bangalore,107894,43796,568
27,1,Master,Pune,63322,17757,590
22,0,Master,Jaipur,42706,64051,513
61,38,Bachelor,Mumbai,309893,136223,750
39,24,Bachelor,Pune,181485,96506,631
41,11,Bachelor,Delhi,131868,86161,617
38,8,Master,Pune,91983,17741,563
45,28,Master,Pune,292535,107387,741
45,21,Master,Pune,197902,79490,661
34,3,Master,Bangalore,44032,30770,573
31,7,Bachelor,Delhi,117836,50151,574
59,40,Bachelor,Jaipur,318381,165202,796
58,36,Bachelor,Jaipur,300139,138025,679
53,22,Master,Jaipur,172607,99397,702
61,36,Master,Pune,271562,110927,726
43,25,Bachelor,Pune,197896,87201,622
49,25,Bachelor,Mumbai,190667,72166,660
37,23,Master,Jaipur,189368,68468,565
26,2,Master,Delhi,47266,45406,573
60,36,Master,Mumbai,286773,121756,720
62,32,Bachelor,Delhi,215519,79644,703
52,31,Master,Delhi,241207,121518,734
45,26,Master,Jaipur,223891,74626,703
43,20,Master,Delhi,219611,30973,577
23,0,Master,Pune,37868,9508,516
26,18,Master,Bangalore,201347,66097,619
23,0,PhD,Mumbai,28445,8556,529
20,0,Master,Pune,26426,14409,547
22,1,Bachelor,Jaipur,41771,28182,572
21,0,Bachelor,Mumbai,37731,24145,546
62,41,Master,Pune,316802,160073,824
64,38,Master,Pune,289813,161235,699
22,0,Bachelor,Mumbai,38582,17155,526
29,3,Bachelor,Mumbai,47896,69196,600
55,29,Master,Bangalore,236629,80523,568
21,0,Master,Jaipur,18000,5000,569
41,24,PhD,Pune,212562,99544,624
50,30,Bachelor,Pune,227156,104019,711
31,2,Master,Bangalore,45910,23636,594
28,4,Master,Mumbai,87548,49785,663
59,32,Bachelor,Delhi,298665,114284,744
43,17,Bachelor,Jaipur,97651,40441,565
56,38,PhD,Bangalore,279468,125950,701
30,12,Bachelor,Jaipur,115218,85988,597
56,33,Master,Delhi,283129,109189,706
40,11,Master,Pune,140751,71052,650
62,41,Master,Bangalore,320160,155236,733
42,16,Bachelor,Pune,194536,83225,623
59,26,Master,Jaipur,160358,88365,677
45,15,Bachelor,Pune,144810,104786,675
44,18,Master,Pune,155384,23014,650
54,23,Bachelor,Delhi,185924,49709,616
43,6,Master,Jaipur,115940,64835,594
18,0,Master,Mumbai,18000,5000,475
23,3,Bachelor,Delhi,47926,28601,605
63,40,Bachelor,Bangalore,321298,114285,791
28,2,Master,Jaipur,60593,12499,584
56,34,Bachelor,Bangalore,228645,92303,730
19,0,Bachelor,Bangalore,23249,11234,528
63,41,Bachelor,Jaipur,334230,193946,759
27,6,PhD,Bangalore,97286,30069,556
64,44,Master,Bangalore,335194,184034,774
37,17,Bachelor,Mumbai,112346,54653,715
49,24,PhD,Pune,187910,66146,653
34,17,Bachelor,Bangalore,92483,60639,616
48,18,Bachelor,Mumbai,206517,109813,694
20,0,Bachelor,Delhi,47361,10120,558
48,27,Bachelor,Delhi,226770,95282,734
59,23,Bachelor,Bangalore,194449,75899,581
43,26,Master,Mumbai,183340,81808,626
29,16,Bachelor,Delhi,117686,57596,545
63,42,Master,Bangalore,325619,165375,707
58,34,Bachelor,Bangalore,266090,98907,685
52,30,Bachelor,Bangalore,258758,106698,711
34,23,Bachelor,Mumbai,140088,87354,714
27,17,Bachelor,Bangalore,172757,87347,636
38,13,Master,Delhi,142186,88301,637
26,7,Bachelor,Jaipur,115003,58022,636
37,7,Bachelor,Bangalore,71246,14856,608
40,15,Bachelor,Mumbai,54346,15408,668
29,8,Master,Bangalore,59549,57584,597
46,34,Bachelor,Bangalore,293112,114823,681
36,16,Master,Delhi,137386,46136,695
40,28,Bachelor,Pune,227592,129729,702
56,29,Bachelor,Jaipur,219563,99253,726
42,11,Master,Mumbai,77901,17897,536
43,26,Bachelor,Bangalore,210442,33048,656
39,27,Bachelor,Pune,169236,59669,736
49,28,PhD,Bangalore,231888,99386,712
27,9,Bachelor,Jaipur,60613,34072,612
30,7,Bachelor,Delhi,70166,18608,577
23,2,Bachelor,Pune,40910,28473,529
31,4,Bachelor,Mumbai,116987,52430,584
50,15,Master,Mumbai,146037,106783,646
43,22,Bachelor,Delhi,215172,38063,574
45,18,PhD,Bangalore,200907,71792,558
22,0,Master,Bangalore,20072,9147,505
57,38,PhD,Bangalore,292538,77395,745
50,28,Master,Pune,256320,76236,760
25,5,PhD,Pune,46166,14321,657
37,18,Master,Bangalore,168612,64052,703
37,4,Bachelor,Pune,56805,35939,607
20,0,Bachelor,Pune,23461,9770,491
30,3,Master,Bangalore,87223,53423,581
34,12,Bachelor,Jaipur,93364,23143,571
30,1,Master,Mumbai,60062,40119,517
42,17,Bachelor,Pune,168573,66101,572
22,0,Master,Mumbai,57532,9365,571
58,34,Bachelor,Pune,285529,106728,707
20,0,PhD,Jaipur,21445,6469,497
21,0,Bachelor,Mumbai,24594,9137,543
49,27,Bachelor,Mumbai,228468,127765,632
41,23,Master,Jaipur,228958,56166,646
61,38,Master,Delhi,303969,128833,715
46,21,Master,Delhi,186458,75463,622
50,38,PhD,Bangalore,256191,114420,695
51,27,Bachelor,Bangalore,247248,125774,694
58,24,Master,Delhi,252795,110856,715
22,0,Bachelor,Pune,36027,17055,562
57,26,Bachelor,Delhi,250739,99489,669
20,0,Bachelor,Delhi,22596,15073,505
43,18,Bachelor,Pune,199533,73513,613
32,17,Master,Pune,162739,54325,621
20,0,Master,Mumbai,23472,15928,557
64,41,Bachelor,Bangalore,327470,188180,814
29,7,PhD,Mumbai,87469,42735,570
40,7,Bachelor,Delhi,99917,51708,593
20,0,Bachelor,Pune,45546,14036,545
20,0,Master,Delhi,23430,19142,511
52,25,Bachelor,Mumbai,225060,85993,708
32,1,Bachelor,Delhi,37602,14870,523
49,22,Master,Bangalore,256655,60639,667
23,0,Bachelor,Delhi,45061,7383,566
63,40,Bachelor,Delhi,319546,168291,742
31,0,Master,Bangalore,50328,22945,523
43,17,Bachelor,Mumbai,139339,71867,576
57,27,Master,Jaipur,212459,130108,728
43,15,Master,Bangalore,122477,52882,628
40,17,Bachelor,Delhi,143648,29157,605
55,25,Bachelor,Jaipur,213590,67078,676
34,19,Bachelor,Jaipur,185168,40988,672
28,2,Master,Pune,63864,23264,619
28,2,Bachelor,Mumbai,47589,17571,624
52,35,PhD,Jaipur,316312,114117,714
23,0,Bachelor,Mumbai,31560,9835,511
39,8,Master,Bangalore,128074,32110,727
33,10,Bachelor,Bangalore,71253,71847,666
46,16,Bachelor,Delhi,157824,37180,698
54,31,Bachelor,Pune,183346,54432,713
59,38,Master,Bangalore,273508,124140,767
20,0,PhD,Pune,31470,12294,481
36,10,Bachelor,Delhi,109378,32746,589
41,19,Bachelor,Pune,161417,55079,652
19,0,Bachelor,Jaipur,26587,12128,571
19,0,Bachelor,Delhi,18000,7256,504
33,14,Master,Jaipur,160053,73140,616
18,0,Master,Jaipur,32858,19147,504
52,32,Master,Bangalore,290538,99907,694
53,30,Bachelor,Mumbai,214414,95946,711
43,21,Bachelor,Bangalore,172662,101522,614
31,7,Master,Jaipur,120599,22793,545
18,0,Bachelor,Bangalore,18000,7162,542
30,8,Master,Mumbai,85238,51270,625
29,5,Bachelor,Delhi,109804,51219,538
52,23,Bachelor,Bangalore,240138,119259,681
44,19,Master,Delhi,193722,66987,659
55,29,Bachelor,Bangalore,222699,63361,632
19,0,PhD,Pune,48289,42858,497
53,35,Bachelor,Pune,265826,112935,622
46,17,Bachelor,Pune,161262,31510,659
56,30,Bachelor,Mumbai,215467,39979,671
31,1,Bachelor,Jaipur,60688,22836,529
31,15,Bachelor,Pune,155192,55506,657
23,0,Bachelor,Mumbai,48635,17898,583
28,7,Master,Jaipur,107154,10123,650
18,0,Master,Delhi,18000,5000,420
23,5,Bachelor,Bangalore,41049,34734,585
22,0,Bachelor,Jaipur,30457,22880,584
19,0,Bachelor,Bangalore,21349,17833,494
62,39,Master,Mumbai,284579,109382,703
22,0,Master,Mumbai,31507,6345,539
19,0,Bachelor,Delhi,18000,6232,594
43,20,Bachelor,Bangalore,119533,37135,655
24,5,Bachelor,Bangalore,50324,21926,566
44,17,Bachelor,Delhi,151905,54837,602
50,27,Bachelor,Bangalore,222141,77921,708
37,12,PhD,Pune,125852,89977,567
53,20,Bachelor,Delhi,192889,113944,681
44,18,Bachelor,Mumbai,161871,59419,602
36,15,Bachelor,Bangalore,112310,30770,563
48,27,Master,Pune,228616,113951,687
48,26,Bachelor,Jaipur,214016,73196,759
33,6,Bachelor,Pune,99840,45670,542
58,34,Bachelor,Bangalore,245893,129365,733
22,6,Master,Bangalore,96322,36855,667
44,20,Bachelor,Pune,159053,77492,673
42,14,PhD,Jaipur,140248,54497,568
20,0,Bachelor,Pune,22371,11623,536
60,34,Bachelor,Bangalore,289838,114321,715
53,27,PhD,Mumbai,252844,78720,694
55,34,Master,Bangalore,311155,117396,654
25,4,Bachelor,Bangalore,84384,35869,545
53,24,Master,Jaipur,240191,160127,695
51,25,Bachelor,Delhi,156799,52381,614
21,3,Bachelor,Bangalore,63848,34080,569
39,20,Master,Pune,177078,81259,644
35,4,Master,Bangalore,41241,18313,586
22,0,Bachelor,Bangalore,42099,7863,519
49,27,Master,Mumbai,186716,80142,713
54,29,Bachelor,Mumbai,228657,78535,706
45,25,Bachelor,Delhi,206964,99894,673
54,34,PhD,Jaipur,250029,60540,760
46,13,Bachelor,Bangalore,110315,65368,612
32,18,Master,Jaipur,117676,32296,643
48,27,Master,Mumbai,245575,100665,702
37,15,Bachelor,Bangalore,136932,59548,662
50,27,Bachelor,Delhi,199950,83674,675
45,32,PhD,Bangalore,239474,106750,736
43,31,Master,Mumbai,236539,100619,657
35,14,Master,Delhi,157808,67658,686
40,15,Bachelor,Pune,224727,92302,600
29,2,Bachelor,Jaipur,77649,28292,582
41,21,Bachelor,Bangalore,154461,37903,657
51,29,Bachelor,Delhi,215313,102129,654
32,4,Bachelor,Bangalore,110957,56226,620
59,43,Master,Bangalore,306939,121905,734
27,0,Master,Pune,43716,11229,575
42,21,Bachelor,Jaipur,199422,91850,641
64,43,Bachelor,Bangalore,311973,120992,697
42,18,Master,Jaipur,145714,106020,669
53,25,Bachelor,Bangalore,183704,75839,676
19,0,PhD,Pune,23650,10115,502
32,7,Bachelor,Pune,94770,52712,655
36,10,Bachelor,Bangalore,124937,64767,594
54,34,Bachelor,Jaipur,297781,164532,680
42,18,PhD,Pune,160040,49869,572
43,16,Bachelor,Delhi,149063,41827,577
45,23,Master,Mumbai,210201,131926,679
50,20,Bachelor,Mumbai,139915,94948,611
24,1,Bachelor,Mumbai,50373,15111,559
59,32,Master,Jaipur,228266,117762,721
30,0,Bachelor,Delhi,41530,20126,620
24,1,Bachelor,Mumbai,63151,9478,614
23,1,Bachelor,Mumbai,54814,43407,597
18,0,Master,Mumbai,18000,6224,509
54,33,Bachelor,Pune,256186,63657,677
49,19,Bachelor,Mumbai,192830,95605,657
18,0,PhD,Pune,18000,5000,418
59,35,Master,Delhi,303853,135120,736
48,27,Master,Jaipur,279035,133538,614
49,31,Master,Jaipur,274294,99923,738
55,40,Master,Delhi,300301,119648,727
33,4,Bachelor,Mumbai,33461,14437,599
33,20,Bachelor,Delhi,173310,95626,663
54,32,Master,Bangalore,285320,120514,720
48,23,Master,Pune,204278,131790,656
49,31,PhD,Bangalore,273216,111301,584
50,15,Master,Bangalore,191924,77903,680
26,0,Bachelor,Jaipur,41569,18929,536
43,33,Bachelor,Jaipur,275733,133887,734
61,37,Master,Mumbai,252348,103177,752
25,1,Bachelor,Bangalore,45760,46003,612
52,31,Master,Delhi,250703,106902,644
18,0,Master,Pune,21696,16235,576
62,35,Bachelor,Delhi,277298,129399,816
61,40,Master,Jaipur,312438,121408,771
23,0,Master,Pune,46034,47613,558
18,0,PhD,Bangalore,18000,7336,506
37,18,Bachelor,Bangalore,109689,34729,665
30,0,Master,Bangalore,61376,49644,572
19,0,Bachelor,Pune,18247,10325,506
23,0,Bachelor,Bangalore,38797,13826,580
33,16,Bachelor,Bangalore,154512,44164,588
20,0,Master,Bangalore,29935,5000,517
26,11,Master,Bangalore,61963,14746,657
61,34,Bachelor,Delhi,259470,124108,607
19,0,Bachelor,Bangalore,33163,11512,529
58,40,Bachelor,Jaipur,306711,133720,815
20,0,Master,Bangalore,33577,17290,556
25,0,Bachelor,Bangalore,46553,34708,561
43,22,Master,Bangalore,159154,82497,695
64,44,Bachelor,Delhi,339048,186127,817
32,6,Master,Bangalore,103117,27634,576
43,25,Bachelor,Mumbai,188205,34004,572
22,0,Master,Bangalore,29139,8447,512
28,3,Master,Jaipur,98423,52694,585
33,7,Bachelor,Bangalore,103605,54635,567
42,6,Bachelor,Pune,102866,59694,591
63,38,Master,Delhi,306918,134173,728
40,17,Master,Bangalore,181095,99529,644
54,27,Bachelor,Bangalore,248849,82982,722
64,43,Bachelor,Delhi,304089,127477,814
50,28,Bachelor,Bangalore,255643,114166,733
55,37,Master,Bangalore,299964,146760,713
31,18,Master,Pune,158697,80517,646
31,7,Bachelor,Bangalore,139673,66048,536
38,24,Master,Jaipur,191456,34529,733
52,28,Master,Mumbai,225949,114808,662
58,36,Master,Mumbai,291944,128824,713
57,30,Bachelor,Bangalore,199852,96946,713
50,28,Bachelor,Delhi,219547,107087,680
33,7,Bachelor,Delhi,159150,26162,622
19,0,Bachelor,Bangalore,25335,5000,545
34,1,Bachelor,Jaipur,73190,62832,652
48,24,Bachelor,Mumbai,241832,132516,719
25,3,Bachelor,Delhi,74840,12894,599
64,44,Master,Bangalore,352580,187182,781
48,20,Bachelor,Bangalore,147886,90488,710
25,6,Master,Delhi,77046,39630,617
56,33,Bachelor,Delhi,294633,130388,730
27,17,Master,Pune,156498,75444,563
27,11,Bachelor,Bangalore,117816,17586,655
32,17,Master,Delhi,145537,61175,690
26,0,Master,Bangalore,44040,31220,515
19,0,Bachelor,Pune,31443,12065,494
29,6,Master,Mumbai,113472,29664,672
29,3,Bachelor,Bangalore,109068,45304,565
39,23,Master,Bangalore,231873,71734,657
43,15,Bachelor,Bangalore,136552,54864,679
59,34,Bachelor,Jaipur,267797,127871,690
51,27,Bachelor,Pune,195523,57515,730
39,25,Master,Mumbai,185201,80433,759
24,0,Bachelor,Jaipur,42953,12482,540
31,9,Master,Mumbai,74337,30771,625
25,0,Bachelor,Mumbai,41057,10110,543
43,18,Bachelor,Mumbai,154939,60899,609
52,35,Bachelor,Pune,263010,120410,703
48,31,Master,Mumbai,260435,65692,708
59,35,Master,Jaipur,298624,111410,652
44,10,Bachelor,Delhi,110802,75708,537
22,0,Master,Pune,31184,12070,598
56,34,Bachelor,Pune,275872,124465,675
54,26,Bachelor,Jaipur,242702,124707,692
39,18,Bachelor,Bangalore,65782,39943,626
41,21,Bachelor,Delhi,180409,44623,644
43,19,Bachelor,Bangalore,180954,93707,599
44,27,Master,Delhi,173025,74697,650
35,6,Bachelor,Delhi,82083,76525,550
23,0,Master,Pune,50324,17686,545
34,5,Master,Bangalore,75174,88376,666
27,7,Master,Delhi,62407,12115,638
58,38,Master,Pune,289853,121640,758
48,22,Master,Pune,142757,63736,705
22,2,Bachelor,Mumbai,60742,39902,618
29,0,Bachelor,Pune,41015,30773,545
29,0,Bachelor,Delhi,74964,47309,599
56,35,Master,Bangalore,269208,109421,695
64,45,Bachelor,Pune,348446,187742,761
61,36,Master,Jaipur,298936,149954,738
43,19,Master,Bangalore,172658,54639,622
61,37,Bachelor,Pune,282722,110030,766
52,31,Master,Mumbai,243521,112789,667
37,19,Bachelor,Jaipur,193057,51461,600
43,29,Bachelor,Mumbai,175977,77594,616
30,4,Master,Delhi,64136,23439,588
32,1,Bachelor,Bangalore,74960,47392,619
20,0,Bachelor,Pune,43156,11372,549
40,26,Bachelor,Jaipur,259159,64810,766
26,7,Bachelor,Jaipur,119319,28313,621
40,19,Master,Mumbai,178916,95401,654
39,21,Master,Pune,197886,93223,622
24,0,Bachelor,Pune,37542,27927,607
39,23,Bachelor,Bangalore,231696,94382,622
62,38,Bachelor,Jaipur,305941,128262,702
20,0,Master,Delhi,33587,69755,525
22,1,Master,Pune,81947,32907,597
19,0,Bachelor,Pune,18000,5000,516
18,0,Bachelor,Pune,18000,5000,504
47,27,Master,Bangalore,243651,124083,686
47,26,Master,Delhi,217130,76528,656
27,6,Bachelor,Mumbai,77650,24290,567
22,3,Master,Bangalore,62004,17899,616
31,1,Bachelor,Mumbai,81097,26230,563
42,25,Bachelor,Jaipur,204170,53446,690
33,20,Master,Bangalore,172428,23570,657
64,44,Bachelor,Pune,352802,165266,816
29,6,Bachelor,Mumbai,55688,19273,566
55,35,Master,Bangalore,281005,87183,698
28,10,Master,Mumbai,143169,77649,579
18,0,Bachelor,Mumbai,18000,5000,433
62,42,Master,Bangalore,327124,145763,752
45,30,Master,Bangalore,248983,117053,734
23,3,Bachelor,Jaipur,54195,8335,500
25,4,PhD,Pune,66725,32504,675
22,0,Master,Mumbai,46400,14608,562
20,1,Bachelor,Mumbai,37789,50318,569
56,33,Bachelor,Delhi,264006,95145,707
47,19,Master,Delhi,168356,53498,740
40,25,PhD,Delhi,197846,84347,605
33,11,Bachelor,Mumbai,168172,68812,686
52,35,Bachelor,Pune,273866,166438,701
28,0,Master,Pune,105247,56620,563
59,38,Bachelor,Pune,325634,114056,716
33,1,Bachelor,Pune,74930,28433,607
64,43,Master,Bangalore,330840,163642,814
31,4,Master,Pune,109261,50750,513
22,5,Master,Pune,83450,23497,580
42,22,Master,Bangalore,146007,41541,663
40,19,Bachelor,Bangalore,129860,63545,695
50,27,Master,Delhi,218437,68034,669
59,35,Bachelor,Mumbai,261569,98204,720
35,15,Bachelor,Delhi,153073,80243,695
56,29,Master,Mumbai,214961,86664,664
23,0,Master,Jaipur,36929,12777,545
58,35,Master,Delhi,322742,146265,710
42,19,Bachelor,Bangalore,186268,120356,615
54,32,PhD,Jaipur,216848,108183,746
27,3,Master,Bangalore,40024,10832,624
33,4,Master,Mumbai,76332,26320,569
53,24,Master,Delhi,180958,77336,707
59,33,Bachelor,Pune,285821,102865,771
23,5,Master,Mumbai,60686,70735,623
25,0,Master,Pune,58124,44717,569
42,23,Master,Bangalore,196860,47861,618
45,28,Master,Bangalore,266393,124732,700
53,26,Master,Bangalore,219198,70056,616
47,25,Bachelor,Bangalore,226702,99886,681
50,27,Bachelor,Mumbai,233930,76134,694
52,25,PhD,Mumbai,215667,72670,647
23,5,PhD,Pune,109771,52867,690
38,31,PhD,Delhi,231928,96800,670
